career_slug,skill_slug,importance,required_level,is_core
magician-illusionist,event-hosting,1,Beginner,false
puppeteer,puppet-construction-and-manipulation,5,Advanced,true
puppeteer,character-voicing,4,Advanced,true
puppeteer,storytelling,4,Advanced,true
puppeteer,stage-presence,3,Intermediate,false
puppeteer,improvisation,2,Intermediate,false
puppeteer,hand-tool-operation,2,Beginner,false
puppeteer,audience-engagement,3,Intermediate,false
puppeteer,curriculum-design,1,Beginner,false
youtube-creator,content-ideation,5,Advanced,true
youtube-creator,video-editing,4,Advanced,true
youtube-creator,on-camera-presence,4,Intermediate,true
youtube-creator,youtube-platform-analytics,4,Intermediate,true
youtube-creator,storytelling,3,Intermediate,false
youtube-creator,seo,2,Beginner,false
youtube-creator,personal-branding,3,Intermediate,false
youtube-creator,marketing-strategy,2,Beginner,false
rj-radio-host,radio-broadcasting-techniques,5,Advanced,true
rj-radio-host,voice-modulation,4,Advanced,true
rj-radio-host,audience-engagement,4,Advanced,true
rj-radio-host,improvisation,3,Intermediate,false
rj-radio-host,storytelling,3,Intermediate,false
rj-radio-host,home-studio-recording,2,Beginner,false
rj-radio-host,social-media-management,1,Beginner,false
rj-radio-host,music-curation,2,Beginner,false
emcee-event-host,event-hosting,5,Advanced,true
emcee-event-host,public-speaking,5,Advanced,true
emcee-event-host,audience-engagement,5,Advanced,true
emcee-event-host,improvisation,3,Intermediate,false
emcee-event-host,client-relationship-management,2,Beginner,false
emcee-event-host,event-planning,2,Beginner,false
emcee-event-host,time-and-project-management,2,Beginner,false
emcee-event-host,marketing-strategy,1,Beginner,false
art-therapist,art-therapy-techniques,5,Advanced,true
art-therapist,trauma-informed-care,5,Advanced,true
art-therapist,active-empathetic-listening,4,Advanced,true
art-therapist,psychological-first-aid,3,Intermediate,false
art-therapist,client-relationship-management,3,Intermediate,false
art-therapist,report-writing,2,Intermediate,false
art-therapist,ethical-and-philosophical-reasoning,1,Beginner,false
art-therapist,graphic-design,1,Beginner,false
music-therapist,music-therapy-techniques,5,Advanced,true
music-therapist,music-theory,3,Intermediate,true
music-therapist,trauma-informed-care,3,Intermediate,false
music-therapist,active-empathetic-listening,4,Advanced,true
music-therapist,client-relationship-management,3,Intermediate,false
music-therapist,report-writing,2,Intermediate,false
music-therapist,instrument-making-and-repair,1,Beginner,false
music-therapist,psychological-first-aid,2,Beginner,false
grief-counsellor,grief-counselling-techniques,5,Advanced,true
grief-counsellor,active-empathetic-listening,5,Advanced,true
grief-counsellor,trauma-informed-care,4,Advanced,true
grief-counsellor,psychological-first-aid,3,Intermediate,false
grief-counsellor,client-relationship-management,3,Intermediate,false
grief-counsellor,report-writing,2,Intermediate,false
grief-counsellor,facilitation,2,Beginner,false
grief-counsellor,ethical-and-philosophical-reasoning,1,Beginner,false
nutritionist-dietitian,nutrition-science,5,Advanced,true
nutritionist-dietitian,diet-planning,5,Advanced,true
nutritionist-dietitian,anatomy-and-physiology,3,Intermediate,false
nutritionist-dietitian,client-relationship-management,3,Intermediate,false
nutritionist-dietitian,report-writing,2,Intermediate,false
nutritionist-dietitian,excel,1,Beginner,false
nutritionist-dietitian,marketing-strategy,1,Beginner,false
nutritionist-dietitian,customer-service,2,Beginner,false
yoga-instructor,yoga-instruction,5,Advanced,true
yoga-instructor,breathing-and-meditation-techniques,5,Advanced,true
yoga-instructor,anatomy-and-physiology,3,Intermediate,true
yoga-instructor,group-leadership-outdoor,2,Intermediate,false
yoga-instructor,client-relationship-management,2,Beginner,false
yoga-instructor,marketing-strategy,1,Beginner,false
yoga-instructor,customer-service,2,Beginner,false
yoga-instructor,curriculum-design,1,Beginner,false
physiotherapist,physical-rehabilitation-techniques,5,Advanced,true
physiotherapist,anatomy-and-physiology,5,Advanced,true
physiotherapist,manual-therapy,5,Advanced,true
physiotherapist,client-relationship-management,3,Intermediate,false
physiotherapist,report-writing,2,Intermediate,false
physiotherapist,assistive-device-knowledge,2,Intermediate,false
physiotherapist,facilitation,1,Beginner,false
physiotherapist,customer-service,2,Beginner,false
occupational-therapist,occupational-therapy-techniques,5,Advanced,true
occupational-therapist,assistive-device-knowledge,4,Advanced,true
occupational-therapist,anatomy-and-physiology,4,Intermediate,true
occupational-therapist,client-relationship-management,3,Intermediate,false
occupational-therapist,report-writing,2,Intermediate,false
occupational-therapist,trauma-informed-care,2,Intermediate,false
occupational-therapist,facilitation,1,Beginner,false
occupational-therapist,customer-service,2,Beginner,false
animal-therapist-vet-assistant,animal-handling,5,Advanced,true
animal-therapist-vet-assistant,veterinary-support-procedures,5,Advanced,true
animal-therapist-vet-assistant,anatomy-and-physiology,2,Intermediate,false
animal-therapist-vet-assistant,client-relationship-management,2,Beginner,false
animal-therapist-vet-assistant,report-writing,1,Beginner,false
animal-therapist-vet-assistant,customer-service,2,Beginner,false
animal-therapist-vet-assistant,sterilization-and-hygiene-practices,3,Intermediate,false
animal-therapist-vet-assistant,time-and-project-management,1,Beginner,false
midwife-birth-companion,prenatal-and-postpartum-care,5,Advanced,true
midwife-birth-companion,labor-support-techniques,5,Advanced,true
midwife-birth-companion,anatomy-and-physiology,4,Advanced,true
midwife-birth-companion,active-empathetic-listening,4,Advanced,true
midwife-birth-companion,client-relationship-management,3,Intermediate,false
midwife-birth-companion,report-writing,2,Intermediate,false
midwife-birth-companion,psychological-first-aid,2,Intermediate,false
midwife-birth-companion,sterilization-and-hygiene-practices,3,Intermediate,false
speech-therapist,speech-and-language-assessment,5,Advanced,true
speech-therapist,speech-therapy-techniques,5,Advanced,true
speech-therapist,anatomy-and-physiology,3,Intermediate,false
speech-therapist,client-relationship-management,3,Intermediate,false
speech-therapist,report-writing,2,Intermediate,false
speech-therapist,curriculum-design,2,Beginner,false
speech-therapist,active-empathetic-listening,3,Intermediate,false
speech-therapist,facilitation,1,Beginner,false
mental-health-first-aider,mental-health-first-aid-techniques,5,Advanced,true
mental-health-first-aider,psychological-first-aid,5,Advanced,true
mental-health-first-aider,active-empathetic-listening,5,Advanced,true
mental-health-first-aider,trauma-informed-care,3,Intermediate,false
mental-health-first-aider,conflict-resolution,2,Beginner,false
mental-health-first-aider,report-writing,1,Beginner,false
mental-health-first-aider,client-relationship-management,2,Beginner,false
mental-health-first-aider,facilitation,1,Beginner,false
elder-care-specialist,elder-care-practices,5,Advanced,true
elder-care-specialist,medication-and-care-routine-management,4,Advanced,true
elder-care-specialist,active-empathetic-listening,3,Intermediate,false
elder-care-specialist,anatomy-and-physiology,2,Intermediate,false
elder-care-specialist,client-relationship-management,3,Intermediate,false
elder-care-specialist,report-writing,1,Beginner,false
elder-care-specialist,assistive-device-knowledge,2,Intermediate,false
elder-care-specialist,customer-service,2,Beginner,false
cloud-kitchen-owner,menu-development,5,Advanced,true
cloud-kitchen-owner,kitchen-operations-management,5,Advanced,true
cloud-kitchen-owner,food-delivery-platform-management,4,Intermediate,true
cloud-kitchen-owner,food-safety-and-hygiene,4,Intermediate,true
cloud-kitchen-owner,budgeting,3,Intermediate,false
cloud-kitchen-owner,marketing-strategy,2,Beginner,false
cloud-kitchen-owner,inventory-management,2,Beginner,false
cloud-kitchen-owner,financial-literacy,2,Beginner,false
print-on-demand-seller,print-on-demand-platforms,5,Advanced,true
print-on-demand-seller,graphic-design,4,Intermediate,true
print-on-demand-seller,e-commerce-platform-management,4,Intermediate,true
print-on-demand-seller,marketing-strategy,3,Intermediate,false
print-on-demand-seller,seo,2,Beginner,false
print-on-demand-seller,social-media-management,2,Beginner,false
print-on-demand-seller,financial-literacy,1,Beginner,false
print-on-demand-seller,customer-service,2,Beginner,false
dropshipper,e-commerce-platform-management,5,Advanced,true
dropshipper,supplier-sourcing,4,Intermediate,true
dropshipper,marketing-strategy,4,Intermediate,true
dropshipper,seo,2,Beginner,false
dropshipper,customer-service,3,Intermediate,false
dropshipper,a-b-testing,2,Beginner,false
dropshipper,financial-literacy,2,Beginner,false
dropshipper,data-visualization,1,Beginner,false
app-developer-no-code,no-code-app-development,5,Advanced,true
app-developer-no-code,product-requirements-definition,4,Intermediate,true
app-developer-no-code,ui-design,3,Intermediate,false
app-developer-no-code,rest-apis,2,Beginner,false
app-developer-no-code,client-relationship-management,2,Beginner,false
app-developer-no-code,software-product-management,2,Beginner,false
app-developer-no-code,marketing-strategy,1,Beginner,false
app-developer-no-code,time-and-project-management,2,Beginner,false
newsletter-creator,newsletter-platforms,5,Advanced,true
newsletter-creator,copywriting,5,Advanced,true
newsletter-creator,audience-growth-strategy,4,Intermediate,true
newsletter-creator,content-calendar-planning,3,Intermediate,false
newsletter-creator,seo,2,Beginner,false
newsletter-creator,social-media-management,2,Beginner,false
newsletter-creator,marketing-strategy,2,Beginner,false
newsletter-creator,financial-literacy,1,Beginner,false
affiliate-marketer,affiliate-marketing-strategy,5,Advanced,true
affiliate-marketer,content-creation,4,Intermediate,true
affiliate-marketer,seo,4,Intermediate,true
affiliate-marketer,copywriting,3,Intermediate,false
affiliate-marketer,social-media-management,3,Intermediate,false
affiliate-marketer,data-visualization,1,Beginner,false
affiliate-marketer,personal-branding,2,Beginner,false
affiliate-marketer,marketing-strategy,2,Beginner,false
online-tutor,subject-matter-expertise,5,Advanced,true
online-tutor,lesson-planning,5,Advanced,true
online-tutor,online-teaching-platforms,4,Intermediate,true
online-tutor,active-listening,3,Intermediate,false
online-tutor,client-relationship-management,2,Beginner,false
online-tutor,curriculum-design,3,Intermediate,false
online-tutor,marketing-strategy,1,Beginner,false
online-tutor,customer-service,2,Beginner,false
franchise-owner,franchise-operations-management,5,Advanced,true
franchise-owner,budgeting,4,Intermediate,true
franchise-owner,inventory-management,3,Intermediate,false
franchise-owner,employee-relations,3,Intermediate,false
franchise-owner,customer-service,3,Intermediate,false
franchise-owner,financial-literacy,3,Intermediate,false
franchise-owner,marketing-strategy,2,Beginner,false
franchise-owner,time-and-project-management,2,Beginner,false
reseller-thrift-vintage,thrift-sourcing-and-valuation,5,Advanced,true
reseller-thrift-vintage,online-marketplace-selling,4,Intermediate,true
reseller-thrift-vintage,photography,2,Beginner,false
reseller-thrift-vintage,negotiation,3,Intermediate,false
reseller-thrift-vintage,inventory-management,2,Beginner,false
reseller-thrift-vintage,customer-service,2,Beginner,false
reseller-thrift-vintage,financial-literacy,2,Beginner,false
reseller-thrift-vintage,marketing-strategy,1,Beginner,false
saas-builder,software-product-management,5,Advanced,true
saas-builder,saas-metrics-and-analytics,4,Advanced,true
saas-builder,rest-apis,3,Intermediate,false
saas-builder,sql,3,Intermediate,false
saas-builder,product-requirements-definition,4,Intermediate,true
saas-builder,marketing-strategy,2,Beginner,false
saas-builder,python,2,Beginner,false
saas-builder,customer-service,2,Beginner,false
coworking-space-owner,coworking-space-operations,5,Advanced,true
coworking-space-owner,facility-management,4,Intermediate,true
coworking-space-owner,budgeting,3,Intermediate,false
coworking-space-owner,client-relationship-management,3,Intermediate,false
coworking-space-owner,marketing-strategy,2,Beginner,false
coworking-space-owner,event-planning,2,Beginner,false
coworking-space-owner,financial-literacy,2,Beginner,false
coworking-space-owner,customer-service,3,Intermediate,false
micro-influencer,personal-branding,5,Advanced,true
micro-influencer,content-creation,5,Advanced,true
micro-influencer,influencer-brand-partnerships,4,Intermediate,true
micro-influencer,social-media-management,4,Intermediate,true
micro-influencer,photo-editing,2,Beginner,false
micro-influencer,engagement-analytics,2,Intermediate,false
micro-influencer,negotiation,2,Beginner,false
micro-influencer,marketing-strategy,2,Beginner,false
import-export-trader,import-export-compliance,5,Advanced,true
import-export-trader,logistics-coordination,5,Advanced,true
import-export-trader,supplier-sourcing,4,Intermediate,true
import-export-trader,negotiation,4,Intermediate,true
import-export-trader,financial-literacy,3,Intermediate,false
import-export-trader,excel,2,Beginner,false
import-export-trader,inventory-management,2,Beginner,false
import-export-trader,marketing-strategy,1,Beginner,false
social-enterprise-founder,business-model-design,5,Advanced,true
social-enterprise-founder,social-impact-measurement,5,Advanced,true
social-enterprise-founder,fundraising-strategy,4,Intermediate,true
social-enterprise-founder,budgeting,3,Intermediate,false
social-enterprise-founder,client-relationship-management,2,Beginner,false
social-enterprise-founder,marketing-strategy,2,Beginner,false
social-enterprise-founder,report-writing,2,Intermediate,false
social-enterprise-founder,financial-literacy,3,Intermediate,false
